原始微博内容,发布日期,博主输入月份,博主输入日,博主输入星期,上海,深圳,北京,长沙,武汉,广州,苏州,郑州,南京,成都,西安,重庆
#地铁客流排行榜# 2月28日（正月廿一，周日），北京地铁路网客运量为737.46万，上海地铁客运量为733.8万，广州地铁客运量为733.5万， 深圳地铁路网客运量325.53万，南京地铁客运量为237.9万，武汉地铁客运量为203.3万，成都地铁客运量为131.7万。,2016/2/29,2,28,正月廿一，周日,733.8,325.53,737.46, ,203.3,733.5, , ,237.9,131.7, , 
#地铁客流排行榜# 2月27日（正月二十，周六），北京地铁路网客运量为818.5万，上海地铁客运量为817.1万，广州地铁客运量为770.9万， 深圳地铁路网客运量333.71万，南京地铁客运量为267万，武汉地铁客运量为219.95万，成都地铁客运量为144.92万。,2016/2/29,2,27,正月二十，周六,817.1,333.71,818.5, ,219.95,770.9, , ,267,144.92, , 
#地铁客流排行榜# 2月26日（正月十九，周五），北京地铁路网客运量为1176.75万，上海地铁客运量为1063.1万，广州地铁客运量为764.2万， 深圳地铁路网客运量364万，南京地铁客运量为262.9万，武汉地铁客运量为223.6万，成都地铁客运量为163.51万。各地客流节节攀高。,2016/2/27,2,26,正月十九，周五,1063.1,364,1176.75, ,223.6,764.2, , ,262.9,163.51, , 
#地铁客流排行榜# 2月25日（正月十八，周四），北京地铁路网客运量为1114.06万，上海地铁客运量为1008.1万，广州地铁客运量为716.8万， 深圳地铁路网客运量331.06万，南京地铁客运量为235.4万，武汉地铁客运量为20579万，成都地铁客运量为146.26万。,2016/2/26,2,25,正月十八，周四,1008.1,331.06,1114.06, ,20579,716.8, , ,235.4,146.26, , 
#地铁客流排行榜# 2月23日（正月十六，周二），北京地铁路网客运量为1062.26万，上海地铁客运量为971.4万，广州地铁客运量为671.2万， 深圳地铁路网客运量316.02万，南京地铁客运量为238.3万，武汉地铁客运量为207.52万，成都地铁客运量为147.78万。,2016/2/24,2,23,正月十六，周二,971.4,316.02,1062.26, ,207.52,671.2, , ,238.3,147.78, , 
#地铁客流排行榜# 2月22日（正月十五，周一），北京地铁路网客运量为1033.32万，上海地铁客运量为887.5万，广州地铁客运量为655万， 深圳地铁路网客运量315.59万，南京地铁客运量为229.5万，武汉地铁客运量为184.85万，成都地铁客运量为144.15万。,2016/2/23,2,22,正月十五，周一,887.5,315.59,1033.32, ,184.85,655, , ,229.5,144.15, , 
#地铁客流排行榜# 2月20日（正月十三，周六），上海地铁客运量为702.8万，北京地铁路网客运量为667.93万，广州地铁客运量为596.4万， 深圳地铁路网客运量262.1万，南京地铁客运量为224万，武汉地铁客运量为182.33万，成都地铁客运量为115.56万。,2016/2/21,2,20,正月十三，周六,702.8,262.1,667.93, ,182.33,596.4, , ,224,115.56, , 
#地铁客流排行榜# 2月19日（正月十二，周四五），北京地铁路网客运量为1001.48万，上海地铁客运量为932.5万，广州地铁客运量为583.5万， 深圳地铁路网客运量290.69万，南京地铁客运量为237.3万，武汉地铁客运量为190.67万，成都地铁客运量为140.85万。,2016/2/20,2,19,正月十二，周四五,932.5,290.69,1001.48, ,190.67,583.5, , ,237.3,140.85, , 
#地铁客流排行榜# 2月18日（正月十一，周四），北京地铁路网客运量为963.35万，上海地铁客运量为902.9万，广州地铁客运量为606.4万， 深圳地铁路网客运量288.47万，南京地铁客运量为231.7万，武汉地铁客运量为184.85万，成都地铁客运量为132.04万。节后稳步回升，快接近正常工作日水平了。,2016/2/19,2,18,正月十一，周四,902.9,288.47,963.35, ,184.85,606.4, , ,231.7,132.04, , 
#地铁客流排行榜# 2月17日（年初十，周三），北京地铁路网客运量为934.62万，上海地铁客运量为876万，广州地铁客运量为589.3万， 深圳地铁路网客运量257.11万，南京地铁客运量为217.4万，武汉地铁客运量为183.27万，成都地铁客运量为132.25万。,2016/2/18,2,17,年初十，周三,876,257.11,934.62, ,183.27,589.3, , ,217.4,132.25, , 
#地铁客流排行榜# 2月16日（年初九，周二），北京地铁路网客运量为870.34万，上海地铁客运量为831.6万，广州地铁客运量为560.7万， 深圳地铁路网客运量250.76万，南京地铁客运量为205.2万，武汉地铁客运量为181.81万，成都地铁客运量为128.2万。,2016/2/17,2,16,年初九，周二,831.6,250.76,870.34, ,181.81,560.7, , ,205.2,128.2, , 
#地铁客流排行榜# 2月15日（年初八，周一），北京地铁路网客运量为806.08万，上海地铁客运量为771.1万，广州地铁客运量为533.5万， 深圳地铁路网客运量235.93万，南京地铁客运量为193.3万，武汉地铁客运量为176.84万，成都地铁客运量为120.99万。,2016/2/16,2,15,年初八，周一,771.1,235.93,806.08, ,176.84,533.5, , ,193.3,120.99, , 
#地铁客流排行榜# 2月14日（年初七），北京地铁路网客运量为659.17万，上海地铁客运量为650.2万，广州地铁客运量为499.9万， 深圳地铁路网客运量189.61万，南京地铁客运量为178.8万，武汉地铁客运量为165.8万，成都地铁客运量为102.29万。,2016/2/15,2,14,年初七,650.2,189.61,659.17, ,165.8,499.9, , ,178.8,102.29, , 
#地铁客流排行榜# 2月13日（年初六），北京地铁路网客运量为434.3万，上海地铁客运量为434万，广州地铁客运量为399.2万， 深圳地铁路网客运量151.15万，南京地铁客运量为118万，武汉地铁客运量为130.65万，成都地铁客运量为80.13万。,2016/2/14,2,13,年初六,434,151.15,434.3, ,130.65,399.2, , ,118,80.13, , 
#地铁客流排行榜# 2月12日（年初五），上海地铁客运量为462.9万，北京地铁路网客运量为437.64万，广州地铁客运量为360.1万， 深圳地铁路网客运量129.35万，南京地铁客运量为116.2万，武汉地铁客运量为116万，成都地铁客运量为71.63万。,2016/2/13,2,12,年初五,462.9,129.35,437.64, ,116,360.1, , ,116.2,71.63, , 
#地铁客流排行榜# 2月11日（年初四），上海地铁客运量为405.7万，北京地铁路网客运量为395.29万，广州地铁客运量为330.1万， 深圳地铁路网客运量115.71万，南京地铁客运量为102.5万，武汉地铁客运量为96.21万，成都地铁客运量为65.67万。,2016/2/12,2,11,年初四,405.7,115.71,395.29, ,96.21,330.1, , ,102.5,65.67, , 
#地铁客流排行榜# 2月10日（年初三），上海地铁客运量为457.2万，北京地铁路网客运量为396.57万，广州地铁客运量为320万， 深圳地铁路网客运量113.67万，南京地铁客运量为118.4万，武汉地铁客运量为87.22万，成都地铁客运量为61.1万。,2016/2/11,2,10,年初三,457.2,113.67,396.57, ,87.22,320, , ,118.4,61.1, , 
#地铁客流排行榜# 2月9日（年初二），上海地铁客运量为452.4万，北京地铁路网客运量为349.08万，广州地铁客运量为321万， 深圳地铁路网客运量123.81万，南京地铁客运量为103.3万，武汉地铁客运量为82.11万，成都地铁客运量为55.3万。,2016/2/10,2,9,年初二,452.4,123.81,349.08, ,82.11,321, , ,103.3,55.3, , 
#地铁客流排行榜# 2月8日（年初一），上海地铁客运量为382.8万，广州地铁客运量为319.8万， 北京地铁路网客运量为258.12万， 深圳地铁路网客运量113.12万，南京地铁客运量为77.1万，武汉地铁客运量为79.53万，成都地铁客运量为54.53万。,2016/2/9,2,8,年初一,382.8,113.12,258.12, ,79.53,319.8, , ,77.1,54.53, , 
#地铁客流排行榜# 2月7日（除夕），上海地铁客运量为281.4万，广州地铁客运量为260.3万， 北京地铁路网客运量为181.87万， 深圳地铁路网客运量79.91万，南京地铁客运量为55.6万，武汉地铁客运量为58.19万.客流降至全年最低，翌日开始反弹。,2016/2/9,2,7,除夕,281.4,79.91,181.87, ,58.19,260.3, , ,55.6, , , 
#地铁客流排行榜# 2月6日（年廿八），上海地铁客运量为487.14万，广州地铁客运量为372.3万， 北京地铁路网客运量为371.49万， 深圳地铁路网客运量129.2万，南京地铁客运量为109.2万，武汉地铁客运量为106.49万，成都地铁客运量为66.14万。均继续大幅下降至正常值一半以下。,2016/2/7,2,6,年廿八,487.14,129.2,371.49, ,106.49,372.3, , ,109.2,66.14, , 
#地铁客流排行榜# 2月5日（年廿七），上海地铁客运量为657.1万，北京地铁路网客运量为572.87万，广州地铁客运量为464.4万，深圳地铁路网客运量173.3万，南京地铁客运量为154.9万，武汉地铁客运量为142.58万，成都地铁客运量为95.87万。,2016/2/6,2,5,年廿七,657.1,173.3,572.87, ,142.58,464.4, , ,154.9,95.87, , 
#地铁客流排行榜# 更新12月31日（周四），北京地铁线网客运量为1193.69万，上海地铁客运量为1083.3万，广州地铁客运量为879.1万，深圳地铁线网客运量407.65万，南京地铁客运量为298.1万，武汉地铁客运量约为248.37万，成都地铁客运量为157.74万，均创出历史新高。,2016/1/4,12,31,周四,1083.3,407.65,1193.69, ,248.37,879.1, , ,298.1,157.74, , 
#地铁客流排行榜# 1月3日（周日），北京地铁客运量675.2万，广州地铁客运量为636.2万，上海地铁客运量为627.3万，深圳地铁线网客运量为233.42万，南京地铁客运量为209.6万，武汉地铁客运量为192.9万，成都地铁客运量为110.87万。,2016/1/4,1,3,周日,627.3,233.42,675.2, ,192.9,636.2, , ,209.6,110.87, , 
#地铁客流排行榜# 1月2日（周六），上海地铁客运量为710万，广州地铁客运量为705.7万，北京地铁客运量673.11万，深圳地铁线网客运量为309.12万，南京地铁客运量为220.7万，武汉地铁客运量为190.11万，成都地铁客运量为109.19万。,2016/1/3,1,2,周六,710,309.12,673.11, ,190.11,705.7, , ,220.7,109.19, , 
#地铁客流排行榜# 1月1日（元旦），广州地铁客运量为833.7万，上海地铁客运量为761.1万，北京地铁线网客运量为734.13万，深圳地铁线网客运量为365.9万，南京地铁客运量为254.2万，武汉地铁客运量为221.28万，成都地铁客运量为127.78万。,2016/1/2,1,1,元旦,761.1,365.9,734.13, ,221.28,833.7, , ,254.2,127.78, , 
#地铁客流排行榜# 12月31日（周四），北京地铁线网客运量为1193.69万，上海地铁客运量为1083.3万，广州地铁客运量为879.1万，深圳地铁线网客运量超过362.17万（不完全统计），南京地铁客运量为298.1万，武汉地铁客运量约为248.37万，成都地铁客运量为157.74万，除北深个别城市外几乎均创出历史新高。,2016/1/1,12,31,周四,1083.3,362.17,1193.69, ,248.37,879.1, , ,298.1,157.74, , 
#地铁客流排行榜# 12月25日（周五），北京地铁线网客运量为1143.34万，上海地铁客运量为1054.7万，广州地铁客运量为785.4万，深圳地铁线网客运量为336万，南京地铁客运量为273.4万，武汉地铁客运量约190万。其中上海地铁客流量创出历史新高。,2015/12/26,12,25,周五,1054.7,336,1143.34, ,190,785.4, , ,273.4, , , 
#地铁客流排行榜# 12月24日（周四），北京地铁线网客运量为1147.47万，上海地铁客运量为981万，广州地铁客运量为697万，深圳地铁线网客运量为338.9万，南京地铁客运量为232.5万，武汉地铁客运量约185万，成都地铁客运量105.7万。,2015/12/26,12,24,周四,981,338.9,1147.47, ,185,697, , ,232.5,105.7, , 
#地铁客流排行榜# 12月20日（周日），北京地铁线网客运量为717万，广州地铁客运量为664.5万，上海地铁客运量为608.6万，深圳地铁线网客运量为285.4万，南京地铁客运量为191.8万，武汉地铁客运量约140万，成都地铁客运量85万。,2015/12/21,12,20,周日,608.6,285.4,717, ,140,664.5, , ,191.8,85, , 
#地铁客流排行榜# 12月19日（周六），上海地铁客运量为769万，北京地铁线网客运量为764万，广州地铁客运量为697万，深圳地铁线网客运量为318万，南京地铁客运量为213万，武汉地铁客运量约157万。,2015/12/20,12,19,周六,769,318,764, ,157,697, , ,213, , , 
#地铁客流排行榜# 12月18日（周五），北京地铁线网客运量为1155万，上海地铁客运量为1020万，广州地铁客运量为734万，深圳地铁线网客运量为354万，南京地铁客运量为242万，武汉地铁客运量约167万，成都地铁客运量110万。,2015/12/19,12,18,周五,1020,354,1155, ,167,734, , ,242,110, , 
#地铁客流排行榜# 11月27日（周五），北京地铁线网客运量为1180万，上海地铁客运量为1020万，广州地铁客运量为770万，深圳地铁线网客运量为354万，南京地铁客运量为252万，武汉地铁客运量约173万，成都地铁客运量113万。,2015/11/28,11,27,周五,1020,354,1180, ,173,770, , ,252,113, , 
#地铁客流排行榜# 10月30日（周五），北京地铁线网客运量为1173.04万，上海地铁客运量为1008.3万，广州地铁客运量为751万，深圳地铁线网客运量为362.4万，南京地铁客运量为259.3万，武汉地铁客运量约166万，成都地铁客运量112.7万。,2015/10/31,10,30,周五,1008.3,362.4,1173.04, ,166,751, , ,259.3,112.7, , 
#地铁客流排行榜# 10月3日，北京地铁线网客运量为755.2万，上海地铁客运量为694.9万，广州地铁客运量为632.9万，深圳地铁线网客运量为279.4万，南京地铁客运量为221.8万，武汉地铁客运量约153万，成都地铁客运量95.4万。,2015/10/4,10,3, ,694.9,279.4,755.2, ,153,632.9, , ,221.8,95.4, , 
#地铁客流排行榜# 10月2日，北京地铁线网客运量为787.3万，上海地铁客运量为733万，广州地铁客运量为687.6万，深圳地铁线网客运量为314.23万，南京地铁客运量为229.6万，武汉地铁客运量约158万，成都地铁客运量101.67万。,2015/10/4,10,2, ,733,314.23,787.3, ,158,687.6, , ,229.6,101.67, , 
#地铁客流排行榜# 10月1日（周四），北京地铁线网客运量为776万，广州地铁客运量为718.2万，上海地铁客运量605.2万，深圳地铁线网客运量为314.4万，南京地铁客运量为224.5万，武汉地铁客运量约176万，成都地铁客运量109.8万。,2015/10/2,10,1,周四,605.2,314.4,776, ,176,718.2, , ,224.5,109.8, , 
#地铁客流排行榜# 9月30日（周三），北京地铁线网客运量为1050.77万，上海地铁客运量为923.3万，广州地铁客运量为762.3万，深圳地铁线网客运量为344.7万，南京地铁客运量为258.7万，武汉地铁客运量约195万，成都地铁客运量123.38万。,2015/10/1,9,30,周三,923.3,344.7,1050.77, ,195,762.3, , ,258.7,123.38, , 
